Date,Wallet,Network,Type,Tag,Amount,Token,USD Amount,USD Fee,Sender,Transfer From,Transfer To,Block,Hash,Contract
2026-03-28,Aragon Agent,Ethereum,IN,NAME fee :: MINT,100,MANA,8.120002050418687,0,0xdb760099f0f3359131e08716848f23c014d35b9e,0xdb760099f0f3359131e08716848f23c014d35b9e,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,24752855,0x490b9607ed67aa4f654a2aadeff7bcc4fe330965897dd2f31c8f16aada794137,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
2026-03-28,Aragon Agent,Ethereum,IN,NAME fee :: MINT,100,MANA,8.120002050418687,0,0x14ae8a09276e03f89730762ab2b4eb1508889fab,0x14ae8a09276e03f89730762ab2b4eb1508889fab,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,24752979,0xa7477c698cde5d65850d711f5f8d41f09aab110a8108852ee6e22f82284fa546,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
2026-03-28,Aragon Agent,Ethereum,IN,NAME fee :: MINT,100,MANA,8.120002050418687,0,0x54e6bfc02c0079133f167686321aeb6db1e3b8be,0x54e6bfc02c0079133f167686321aeb6db1e3b8be,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,24755315,0x456492a3a72b4efe64f07fb5fba5ee45af5da9834713aeee3e1731b254bdec7c,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
2026-03-28,DAO Committee,Polygon,IN,MATIC Marketplace,0.5,MANA,0.040600010252093435,0,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,84773423,0xb59a00855a16657b5000a7913338e971c3e30d7ec567ce463fa6472a705c0f2f,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2026-03-28,DAO Committee,Polygon,IN,MATIC Marketplace,0.375,MANA,0.030450007689070076,0,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,84776316,0x655e6b34b348e973b249a14ce5c53e015381099f6b8d27aff9dfccfdd2c21770,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2026-03-28,DAO Committee,Polygon,IN,MATIC Marketplace,0.5,MANA,0.040600010252093435,0,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,84776328,0x4cd23565243b5deea37503f40b1f52cca56d27aaadc7a98abb9fe166a0cd87a5,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2026-03-28,DAO Committee,Polygon,IN,MATIC Marketplace,0.25,MANA,0.020300005126046718,0,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,84776518,0x225ae883fb73fe9e6595d64d10e806b1e7020f53bbfe9586c2cedcaa8d81e188,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2026-03-28,DAO Committee,Polygon,IN,MATIC Marketplace,0.025,MANA,0.002030000512604672,0,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,84781338,0xf0dca9896d2cc72c3b38d22d5c09a95a1c14cf69f36f33fb06d3a5a9c28f2e20,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2026-03-28,DAO Committee,Polygon,IN,OTHER,1.25,MANA,0.10150002563023358,0,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,84781959,0xf1cfe8d9a471addd31a153ab35ec3971425e4d006d9ed30be3fe3f42b55f4c39,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2026-03-28,DAO Committee,Polygon,IN,OTHER,0.125,MANA,0.010150002563023359,0,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0x8b3a40ca1b6f5cafc99d112a4d02e897d1fd8cc5,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,84783874,0x66784d7c9cda47554c28218ff0231841a110f954cdc47a954df796dc6e8d2a0a,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
